Comunidad Autónoma y Provincia;Tipo de índice;años;Total
Sevilla;Partos/camas de obstetricia;2000;..
Sevilla;Partos/camas de obstetricia;1999;..
Sevilla;Partos/camas de obstetricia;1998;..
Sevilla;Partos/camas de obstetricia;1997;57,80
Sevilla;Partos/camas de obstetricia;1996;55,12
Sevilla;Partos/camas de obstetricia;1995;54,38
Sevilla;Partos/camas de obstetricia;1994;55,13
Sevilla;Partos/camas de obstetricia;1993;57,44
Sevilla;Partos/camas de obstetricia;1992;59,66
Sevilla;Partos/camas de obstetricia;1991;61,82
Sevilla;Necropsias/1.000 fallecidos;2000;..
Sevilla;Necropsias/1.000 fallecidos;1999;..
Sevilla;Necropsias/1.000 fallecidos;1998;..
Sevilla;Necropsias/1.000 fallecidos;1997;44,65
Sevilla;Necropsias/1.000 fallecidos;1996;46,56
Sevilla;Necropsias/1.000 fallecidos;1995;42,73
Sevilla;Necropsias/1.000 fallecidos;1994;59,60
Sevilla;Necropsias/1.000 fallecidos;1993;60,85
Sevilla;Necropsias/1.000 fallecidos;1992;58,16
Sevilla;Necropsias/1.000 fallecidos;1991;59,57
Aragón;Grado de ocupación;2000;..
Aragón;Grado de ocupación;1999;..
Aragón;Grado de ocupación;1998;..
Aragón;Grado de ocupación;1997;78,21
Aragón;Grado de ocupación;1996;77,24
Aragón;Grado de ocupación;1995;78,13
Aragón;Grado de ocupación;1994;75,31
Aragón;Grado de ocupación;1993;75,15
Aragón;Grado de ocupación;1992;74,59
Aragón;Grado de ocupación;1991;74,20
Aragón;Promedio de estancias/enfermo;2000;..
Aragón;Promedio de estancias/enfermo;1999;..
Aragón;Promedio de estancias/enfermo;1998;..
Aragón;Promedio de estancias/enfermo;1997;10,34
Aragón;Promedio de estancias/enfermo;1996;10,55
Aragón;Promedio de estancias/enfermo;1995;11,33
Aragón;Promedio de estancias/enfermo;1994;11,17
Aragón;Promedio de estancias/enfermo;1993;11,71
Aragón;Promedio de estancias/enfermo;1992;11,98
Aragón;Promedio de estancias/enfermo;1991;12,37
Aragón;Índice de rotación;2000;..
Aragón;Índice de rotación;1999;..
Aragón;Índice de rotación;1998;..
Aragón;Índice de rotación;1997;27,62
Aragón;Índice de rotación;1996;26,71
Aragón;Índice de rotación;1995;25,18
Aragón;Índice de rotación;1994;24,60
Aragón;Índice de rotación;1993;23,43
Aragón;Índice de rotación;1992;22,72
Aragón;Índice de rotación;1991;21,90
Aragón;Actos quirúrgicos/quirófano;2000;..
Aragón;Actos quirúrgicos/quirófano;1999;..
Aragón;Actos quirúrgicos/quirófano;1998;..
Aragón;Actos quirúrgicos/quirófano;1997;986,66
Aragón;Actos quirúrgicos/quirófano;1996;957,30
Aragón;Actos quirúrgicos/quirófano;1995;905,65
Aragón;Actos quirúrgicos/quirófano;1994;844,55
Aragón;Actos quirúrgicos/quirófano;1993;838,66
Aragón;Actos quirúrgicos/quirófano;1992;720,00
Aragón;Actos quirúrgicos/quirófano;1991;748,09
Aragón;Partos/camas de obstetricia;2000;..
Aragón;Partos/camas de obstetricia;1999;..
Aragón;Partos/camas de obstetricia;1998;..
Aragón;Partos/camas de obstetricia;1997;45,42
Aragón;Partos/camas de obstetricia;1996;43,28
Aragón;Partos/camas de obstetricia;1995;45,12
Aragón;Partos/camas de obstetricia;1994;40,63
Aragón;Partos/camas de obstetricia;1993;38,96
Aragón;Partos/camas de obstetricia;1992;41,75
Aragón;Partos/camas de obstetricia;1991;38,80
Aragón;Necropsias/1.000 fallecidos;2000;..
Aragón;Necropsias/1.000 fallecidos;1999;..
Aragón;Necropsias/1.000 fallecidos;1998;..
Aragón;Necropsias/1.000 fallecidos;1997;21,71
Aragón;Necropsias/1.000 fallecidos;1996;24,09
Aragón;Necropsias/1.000 fallecidos;1995;22,01
Aragón;Necropsias/1.000 fallecidos;1994;21,27
Aragón;Necropsias/1.000 fallecidos;1993;20,68
Aragón;Necropsias/1.000 fallecidos;1992;27,98
Aragón;Necropsias/1.000 fallecidos;1991;26,74
Huesca;Grado de ocupación;2000;..
Huesca;Grado de ocupación;1999;..
Huesca;Grado de ocupación;1998;..
Huesca;Grado de ocupación;1997;77,13
Huesca;Grado de ocupación;1996;78,80
Huesca;Grado de ocupación;1995;78,61
Huesca;Grado de ocupación;1994;81,61
Huesca;Grado de ocupación;1993;73,50
Huesca;Grado de ocupación;1992;75,33
Huesca;Grado de ocupación;1991;76,56
Huesca;Promedio de estancias/enfermo;2000;..
Huesca;Promedio de estancias/enfermo;1999;..
Huesca;Promedio de estancias/enfermo;1998;..
Huesca;Promedio de estancias/enfermo;1997;11,06
Huesca;Promedio de estancias/enfermo;1996;11,64
Huesca;Promedio de estancias/enfermo;1995;12,82
Huesca;Promedio de estancias/enfermo;1994;11,73
Huesca;Promedio de estancias/enfermo;1993;13,26
Huesca;Promedio de estancias/enfermo;1992;12,47
Huesca;Promedio de estancias/enfermo;1991;12,32
Huesca;Índice de rotación;2000;..
Huesca;Índice de rotación;1999;..
Huesca;Índice de rotación;1998;..
Huesca;Índice de rotación;1997;25,46
Huesca;Índice de rotación;1996;24,72
Huesca;Índice de rotación;1995;22,37
Huesca;Índice de rotación;1994;25,40
Huesca;Índice de rotación;1993;20,24
Huesca;Índice de rotación;1992;22,05
Huesca;Índice de rotación;1991;22,68
Huesca;Actos quirúrgicos/quirófano;2000;..
Huesca;Actos quirúrgicos/quirófano;1999;..
Huesca;Actos quirúrgicos/quirófano;1998;..
Huesca;Actos quirúrgicos/quirófano;1997;778,14
Huesca;Actos quirúrgicos/quirófano;1996;879,00
Huesca;Actos quirúrgicos/quirófano;1995;694,27
Huesca;Actos quirúrgicos/quirófano;1994;829,42
Huesca;Actos quirúrgicos/quirófano;1993;665,13
Huesca;Actos quirúrgicos/quirófano;1992;647,00
Huesca;Actos quirúrgicos/quirófano;1991;559,13
Huesca;Partos/camas de obstetricia;2000;..
Huesca;Partos/camas de obstetricia;1999;..
Huesca;Partos/camas de obstetricia;1998;..
Huesca;Partos/camas de obstetricia;1997;33,70
Huesca;Partos/camas de obstetricia;1996;34,29
Huesca;Partos/camas de obstetricia;1995;40,61
Huesca;Partos/camas de obstetricia;1994;35,89
Huesca;Partos/camas de obstetricia;1993;25,28
Huesca;Partos/camas de obstetricia;1992;33,04
Huesca;Partos/camas de obstetricia;1991;32,82
Huesca;Necropsias/1.000 fallecidos;2000;..
Huesca;Necropsias/1.000 fallecidos;1999;..
Huesca;Necropsias/1.000 fallecidos;1998;..
Huesca;Necropsias/1.000 fallecidos;1997;19,56
Huesca;Necropsias/1.000 fallecidos;1996;29,82
Huesca;Necropsias/1.000 fallecidos;1995;39,70
Huesca;Necropsias/1.000 fallecidos;1994;55,46
Huesca;Necropsias/1.000 fallecidos;1993;73,85
Huesca;Necropsias/1.000 fallecidos;1992;76,79
Huesca;Necropsias/1.000 fallecidos;1991;48,82
Teruel;Grado de ocupación;2000;..
Teruel;Grado de ocupación;1999;..
Teruel;Grado de ocupación;1998;..
Teruel;Grado de ocupación;1997;75,03
Teruel;Grado de ocupación;1996;68,90
Teruel;Grado de ocupación;1995;70,58
Teruel;Grado de ocupación;1994;67,16
Teruel;Grado de ocupación;1993;67,82
Teruel;Grado de ocupación;1992;70,44
Teruel;Grado de ocupación;1991;74,53
Teruel;Promedio de estancias/enfermo;2000;..
Teruel;Promedio de estancias/enfermo;1999;..
Teruel;Promedio de estancias/enfermo;1998;..
Teruel;Promedio de estancias/enfermo;1997;12,32
Teruel;Promedio de estancias/enfermo;1996;12,83
Teruel;Promedio de estancias/enfermo;1995;13,59
Teruel;Promedio de estancias/enfermo;1994;13,74
Teruel;Promedio de estancias/enfermo;1993;14,33
Teruel;Promedio de estancias/enfermo;1992;15,91
Teruel;Promedio de estancias/enfermo;1991;16,57
Teruel;Índice de rotación;2000;..
Teruel;Índice de rotación;1999;..
Teruel;Índice de rotación;1998;..
Teruel;Índice de rotación;1997;22,22
Teruel;Índice de rotación;1996;19,60
Teruel;Índice de rotación;1995;18,96
Teruel;Índice de rotación;1994;17,84
Teruel;Índice de rotación;1993;17,27
Teruel;Índice de rotación;1992;16,16
Teruel;Índice de rotación;1991;16,42
Teruel;Actos quirúrgicos/quirófano;2000;..
Teruel;Actos quirúrgicos/quirófano;1999;..
Teruel;Actos quirúrgicos/quirófano;1998;..
Teruel;Actos quirúrgicos/quirófano;1997;965,50
Teruel;Actos quirúrgicos/quirófano;1996;701,82
Teruel;Actos quirúrgicos/quirófano;1995;581,73
Teruel;Actos quirúrgicos/quirófano;1994;785,00
Teruel;Actos quirúrgicos/quirófano;1993;720,63
Teruel;Actos quirúrgicos/quirófano;1992;759,43
Teruel;Actos quirúrgicos/quirófano;1991;764,86
Teruel;Partos/camas de obstetricia;2000;..
Teruel;Partos/camas de obstetricia;1999;..
Teruel;Partos/camas de obstetricia;1998;..
Teruel;Partos/camas de obstetricia;1997;39,36
Teruel;Partos/camas de obstetricia;1996;37,20
Teruel;Partos/camas de obstetricia;1995;36,54
Teruel;Partos/camas de obstetricia;1994;40,08
Teruel;Partos/camas de obstetricia;1993;40,65
Teruel;Partos/camas de obstetricia;1992;47,27
Teruel;Partos/camas de obstetricia;1991;35,59
Teruel;Necropsias/1.000 fallecidos;2000;..
Teruel;Necropsias/1.000 fallecidos;1999;..
Teruel;Necropsias/1.000 fallecidos;1998;..
Teruel;Necropsias/1.000 fallecidos;1997;17,14
Teruel;Necropsias/1.000 fallecidos;1996;13,46
Teruel;Necropsias/1.000 fallecidos;1995;6,13
Teruel;Necropsias/1.000 fallecidos;1994;10,08
Teruel;Necropsias/1.000 fallecidos;1993;13,09
Teruel;Necropsias/1.000 fallecidos;1992;35,71
Teruel;Necropsias/1.000 fallecidos;1991;..
Zaragoza;Grado de ocupación;2000;..
Zaragoza;Grado de ocupación;1999;..
Zaragoza;Grado de ocupación;1998;..
Zaragoza;Grado de ocupación;1997;78,88
Zaragoza;Grado de ocupación;1996;78,21
Zaragoza;Grado de ocupación;1995;79,20
Zaragoza;Grado de ocupación;1994;75,41
Zaragoza;Grado de ocupación;1993;76,60
Zaragoza;Grado de ocupación;1992;75,04
Zaragoza;Grado de ocupación;1991;73,71
Zaragoza;Promedio de estancias/enfermo;2000;..
Zaragoza;Promedio de estancias/enfermo;1999;..
Zaragoza;Promedio de estancias/enfermo;1998;..
Zaragoza;Promedio de estancias/enfermo;1997;9,99
Zaragoza;Promedio de estancias/enfermo;1996;10,14
Zaragoza;Promedio de estancias/enfermo;1995;10,86
Zaragoza;Promedio de estancias/enfermo;1994;10,80
Zaragoza;Promedio de estancias/enfermo;1993;11,17
Zaragoza;Promedio de estancias/enfermo;1992;11,51
Zaragoza;Promedio de estancias/enfermo;1991;11,95
Zaragoza;Índice de rotación;2000;..
Zaragoza;Índice de rotación;1999;..
Zaragoza;Índice de rotación;1998;..
Zaragoza;Índice de rotación;1997;28,81
Zaragoza;Índice de rotación;1996;28,14
Zaragoza;Índice de rotación;1995;26,62
Zaragoza;Índice de rotación;1994;25,48
Zaragoza;Índice de rotación;1993;25,04
Zaragoza;Índice de rotación;1992;23,80
Zaragoza;Índice de rotación;1991;22,52
Zaragoza;Actos quirúrgicos/quirófano;2000;..
Zaragoza;Actos quirúrgicos/quirófano;1999;..
Zaragoza;Actos quirúrgicos/quirófano;1998;..
Zaragoza;Actos quirúrgicos/quirófano;1997;1.028,40
Zaragoza;Actos quirúrgicos/quirófano;1996;1.004,99
Zaragoza;Actos quirúrgicos/quirófano;1995;985,22
Zaragoza;Actos quirúrgicos/quirófano;1994;852,38
Zaragoza;Actos quirúrgicos/quirófano;1993;884,73
Zaragoza;Actos quirúrgicos/quirófano;1992;729,99
Zaragoza;Actos quirúrgicos/quirófano;1991;783,84
Zaragoza;Partos/camas de obstetricia;2000;..
Zaragoza;Partos/camas de obstetricia;1999;..
Zaragoza;Partos/camas de obstetricia;1998;..
Zaragoza;Partos/camas de obstetricia;1997;49,48
Zaragoza;Partos/camas de obstetricia;1996;46,57
Zaragoza;Partos/camas de obstetricia;1995;47,59
Zaragoza;Partos/camas de obstetricia;1994;41,75
Zaragoza;Partos/camas de obstetricia;1993;42,75
Zaragoza;Partos/camas de obstetricia;1992;43,34
Zaragoza;Partos/camas de obstetricia;1991;40,80
Zaragoza;Necropsias/1.000 fallecidos;2000;..
Zaragoza;Necropsias/1.000 fallecidos;1999;..
Zaragoza;Necropsias/1.000 fallecidos;1998;..
Zaragoza;Necropsias/1.000 fallecidos;1997;22,60
Zaragoza;Necropsias/1.000 fallecidos;1996;24,20
Zaragoza;Necropsias/1.000 fallecidos;1995;20,61
Zaragoza;Necropsias/1.000 fallecidos;1994;17,29
Zaragoza;Necropsias/1.000 fallecidos;1993;13,12
Zaragoza;Necropsias/1.000 fallecidos;1992;19,99
Zaragoza;Necropsias/1.000 fallecidos;1991;25,54
Asturias, Ppado de;Grado de ocupación;2000;..
Asturias, Ppado de;Grado de ocupación;1999;..
Asturias, Ppado de;Grado de ocupación;1998;..
Asturias, Ppado de;Grado de ocupación;1997;79,02
Asturias, Ppado de;Grado de ocupación;1996;79,58
Asturias, Ppado de;Grado de ocupación;1995;82,04
Asturias, Ppado de;Grado de ocupación;1994;78,76
Asturias, Ppado de;Grado de ocupación;1993;79,32
Asturias, Ppado de;Grado de ocupación;1992;78,90
Asturias, Ppado de;Grado de ocupación;1991;75,54
Asturias, Ppado de;Promedio de estancias/enfermo;2000;..
Asturias, Ppado de;Promedio de estancias/enfermo;1999;..
Asturias, Ppado de;Promedio de estancias/enfermo;1998;..
Asturias, Ppado de;Promedio de estancias/enfermo;1997;10,05
Asturias, Ppado de;Promedio de estancias/enfermo;1996;10,18
Asturias, Ppado de;Promedio de estancias/enfermo;1995;10,47
Asturias, Ppado de;Promedio de estancias/enfermo;1994;10,69
Asturias, Ppado de;Promedio de estancias/enfermo;1993;10,92
Asturias, Ppado de;Promedio de estancias/enfermo;1992;11,45
Asturias, Ppado de;Promedio de estancias/enfermo;1991;11,94
Asturias, Ppado de;Índice de rotación;2000;..
Asturias, Ppado de;Índice de rotación;1999;..
Asturias, Ppado de;Índice de rotación;1998;..
Asturias, Ppado de;Índice de rotación;1997;28,68
Asturias, Ppado de;Índice de rotación;1996;28,54
Asturias, Ppado de;Índice de rotación;1995;28,61
Asturias, Ppado de;Índice de rotación;1994;26,89
Asturias, Ppado de;Índice de rotación;1993;26,50
Asturias, Ppado de;Índice de rotación;1992;25,16
Asturias, Ppado de;Índice de rotación;1991;23,10
Asturias, Ppado de;Actos quirúrgicos/quirófano;2000;..
Asturias, Ppado de;Actos quirúrgicos/quirófano;1999;..
Asturias, Ppado de;Actos quirúrgicos/quirófano;1998;..
Asturias, Ppado de;Actos quirúrgicos/quirófano;1997;899,23
Asturias, Ppado de;Actos quirúrgicos/quirófano;1996;919,12
Asturias, Ppado de;Actos quirúrgicos/quirófano;1995;869,36
Asturias, Ppado de;Actos quirúrgicos/quirófano;1994;764,73
Asturias, Ppado de;Actos quirúrgicos/quirófano;1993;749,50
Asturias, Ppado de;Actos quirúrgicos/quirófano;1992;697,28
Asturias, Ppado de;Actos quirúrgicos/quirófano;1991;693,39
Asturias, Ppado de;Partos/camas de obstetricia;2000;..
Asturias, Ppado de;Partos/camas de obstetricia;1999;..
Asturias, Ppado de;Partos/camas de obstetricia;1998;..
Asturias, Ppado de;Partos/camas de obstetricia;1997;44,05
Asturias, Ppado de;Partos/camas de obstetricia;1996;43,94
Asturias, Ppado de;Partos/camas de obstetricia;1995;43,10
Asturias, Ppado de;Partos/camas de obstetricia;1994;38,22
Asturias, Ppado de;Partos/camas de obstetricia;1993;37,91
Asturias, Ppado de;Partos/camas de obstetricia;1992;39,43
Asturias, Ppado de;Partos/camas de obstetricia;1991;38,32
Asturias, Ppado de;Necropsias/1.000 fallecidos;2000;..
Asturias, Ppado de;Necropsias/1.000 fallecidos;1999;..
Asturias, Ppado de;Necropsias/1.000 fallecidos;1998;..
Asturias, Ppado de;Necropsias/1.000 fallecidos;1997;52,47
Asturias, Ppado de;Necropsias/1.000 fallecidos;1996;49,00
Asturias, Ppado de;Necropsias/1.000 fallecidos;1995;75,00
Asturias, Ppado de;Necropsias/1.000 fallecidos;1994;70,19
Asturias, Ppado de;Necropsias/1.000 fallecidos;1993;49,59
Asturias, Ppado de;Necropsias/1.000 fallecidos;1992;50,53
Asturias, Ppado de;Necropsias/1.000 fallecidos;1991;70,23
Balears,Illes;Grado de ocupación;2000;..
Balears,Illes;Grado de ocupación;1999;..
Balears,Illes;Grado de ocupación;1998;..
Balears,Illes;Grado de ocupación;1997;73,81
Balears,Illes;Grado de ocupación;1996;75,95
Balears,Illes;Grado de ocupación;1995;78,11
Balears,Illes;Grado de ocupación;1994;72,40
Balears,Illes;Grado de ocupación;1993;72,30
Balears,Illes;Grado de ocupación;1992;72,80
Balears,Illes;Grado de ocupación;1991;72,73
Balears,Illes;Promedio de estancias/enfermo;2000;..
Balears,Illes;Promedio de estancias/enfermo;1999;..
Balears,Illes;Promedio de estancias/enfermo;1998;..
Balears,Illes;Promedio de estancias/enfermo;1997;7,41
Balears,Illes;Promedio de estancias/enfermo;1996;7,83
Balears,Illes;Promedio de estancias/enfermo;1995;8,02
Balears,Illes;Promedio de estancias/enfermo;1994;8,13
Balears,Illes;Promedio de estancias/enfermo;1993;8,42
Balears,Illes;Promedio de estancias/enfermo;1992;9,10
Balears,Illes;Promedio de estancias/enfermo;1991;9,20
Balears,Illes;Índice de rotación;2000;..
Balears,Illes;Índice de rotación;1999;..
Balears,Illes;Índice de rotación;1998;..
Balears,Illes;Índice de rotación;1997;36,34
Balears,Illes;Índice de rotación;1996;35,39
Balears,Illes;Índice de rotación;1995;35,53
Balears,Illes;Índice de rotación;1994;32,51
Balears,Illes;Índice de rotación;1993;31,34
Balears,Illes;Índice de rotación;1992;29,19
Balears,Illes;Índice de rotación;1991;28,87
Balears,Illes;Actos quirúrgicos/quirófano;2000;..
Balears,Illes;Actos quirúrgicos/quirófano;1999;..
Balears,Illes;Actos quirúrgicos/quirófano;1998;..
Balears,Illes;Actos quirúrgicos/quirófano;1997;1.117,20
Balears,Illes;Actos quirúrgicos/quirófano;1996;1.044,06
Balears,Illes;Actos quirúrgicos/quirófano;1995;1.040,76
Balears,Illes;Actos quirúrgicos/quirófano;1994;945,68
Balears,Illes;Actos quirúrgicos/quirófano;1993;867,34
Balears,Illes;Actos quirúrgicos/quirófano;1992;854,69
Balears,Illes;Actos quirúrgicos/quirófano;1991;789,36
Balears,Illes;Partos/camas de obstetricia;2000;..
Balears,Illes;Partos/camas de obstetricia;1999;..
Balears,Illes;Partos/camas de obstetricia;1998;..
Balears,Illes;Partos/camas de obstetricia;1997;55,53
Balears,Illes;Partos/camas de obstetricia;1996;53,23
Balears,Illes;Partos/camas de obstetricia;1995;51,83
Balears,Illes;Partos/camas de obstetricia;1994;49,07
Balears,Illes;Partos/camas de obstetricia;1993;42,24
Balears,Illes;Partos/camas de obstetricia;1992;53,78
Balears,Illes;Partos/camas de obstetricia;1991;52,97
Balears,Illes;Necropsias/1.000 fallecidos;2000;..
Balears,Illes;Necropsias/1.000 fallecidos;1999;..
Balears,Illes;Necropsias/1.000 fallecidos;1998;..
Balears,Illes;Necropsias/1.000 fallecidos;1997;46,11
Balears,Illes;Necropsias/1.000 fallecidos;1996;41,68
Balears,Illes;Necropsias/1.000 fallecidos;1995;21,10
Balears,Illes;Necropsias/1.000 fallecidos;1994;39,14
Balears,Illes;Necropsias/1.000 fallecidos;1993;35,62
Balears,Illes;Necropsias/1.000 fallecidos;1992;33,20
Balears,Illes;Necropsias/1.000 fallecidos;1991;23,31
Canarias;Grado de ocupación;2000;..
Canarias;Grado de ocupación;1999;..
Canarias;Grado de ocupación;1998;..
Canarias;Grado de ocupación;1997;82,65
Canarias;Grado de ocupación;1996;85,65
Canarias;Grado de ocupación;1995;81,80
Canarias;Grado de ocupación;1994;80,38
Canarias;Grado de ocupación;1993;79,53
Canarias;Grado de ocupación;1992;80,00
Canarias;Grado de ocupación;1991;80,68
Canarias;Promedio de estancias/enfermo;2000;..
Canarias;Promedio de estancias/enfermo;1999;..
Canarias;Promedio de estancias/enfermo;1998;..
Canarias;Promedio de estancias/enfermo;1997;12,73
Canarias;Promedio de estancias/enfermo;1996;13,71
Canarias;Promedio de estancias/enfermo;1995;14,30
Canarias;Promedio de estancias/enfermo;1994;15,50
Canarias;Promedio de estancias/enfermo;1993;16,12
Canarias;Promedio de estancias/enfermo;1992;16,17
Canarias;Promedio de estancias/enfermo;1991;16,62
Canarias;Índice de rotación;2000;..
Canarias;Índice de rotación;1999;..
Canarias;Índice de rotación;1998;..
Canarias;Índice de rotación;1997;23,70
Canarias;Índice de rotación;1996;22,79
Canarias;Índice de rotación;1995;20,88
Canarias;Índice de rotación;1994;18,93
Canarias;Índice de rotación;1993;18,00
Canarias;Índice de rotación;1992;18,06
Canarias;Índice de rotación;1991;17,72
Canarias;Actos quirúrgicos/quirófano;2000;..
Canarias;Actos quirúrgicos/quirófano;1999;..
Canarias;Actos quirúrgicos/quirófano;1998;..
Canarias;Actos quirúrgicos/quirófano;1997;1.087,09
